review_id,comment_id,original_sentence,cleaned_sentence,sentence_embedding,food and drinks,people,place,opinions
13,11,"'It feels like you're eating inside somebody's home,' he told the Standard",feels like eating inside somebody home told Standard,"[-4.98594466e-02  1.89202766e-02  1.00691360e-01 -1.07345589e-02
 -4.09624743e-02  2.54755252e-02  1.60624718e-01  1.37864267e-02
  3.09853868e-02  2.38368363e-02 -2.47880356e-02 -1.84364075e-02
 -9.02157078e-01 -6.15532868e-02 -4.55625098e-02  2.44152755e-02
  7.62767665e-02 -8.37963487e-02 -6.17413404e-02 -4.52883542e-02
  5.02332671e-02 -2.35639085e-04  1.52581595e-02  3.40770512e-02
 -2.82371452e-02  1.73043922e-01 -1.29020207e-02 -3.75292023e-02
  7.01602527e-03 -3.37189792e-02 -1.04246249e-01 -1.40215920e-02
 -4.00684043e-02 -4.94119748e-02 -6.75940416e-02  4.75135457e-02
 -6.35208440e-02  1.24789826e-02  1.08158134e-02  7.56598116e-02
 -7.35245677e-02  6.67645049e-02  8.41601600e-03 -5.65436746e-03
  1.02244226e-01 -2.46876359e-02  1.27387531e-01  6.51590274e-02
 -1.59465683e-02  7.68392167e-02]",0,1,0,1
2,14,It feels like the kind of place you would visit for nothing more ambitious than a pint and a panini.,feels like kind place would visit nothing ambitious pint panini,"[-2.22785640e-02  5.48195395e-03  3.05588795e-03  3.53120157e-02
  3.02510475e-02  4.29372774e-02  1.28924506e-01 -7.19094122e-02
 -3.20630152e-02 -1.11462669e-03 -2.78897027e-02 -2.11254026e-02
 -9.21189475e-01 -3.03082717e-02 -4.96267477e-03  8.52259913e-02
  3.50520299e-02 -3.06797550e-02 -1.07269013e-01 -2.98758203e-02
  4.44086776e-02 -3.32780090e-02  7.80219119e-03  2.01898345e-02
  2.67258976e-02  1.68861993e-01  1.69369411e-02  5.38893004e-03
  2.55928913e-02 -9.45574134e-02  5.11513788e-02  3.98207487e-02
  3.18076303e-04 -2.23539086e-02  8.40378241e-02  5.40870215e-02
 -2.44800182e-02 -2.74502570e-02  2.70953326e-02  8.27639824e-02
 -9.48876140e-02 -1.64541071e-02  2.28090618e-02 -6.82220321e-03
  9.14195744e-02 -4.41343345e-04  1.00882458e-01  1.71174886e-02
 -5.86817503e-02  4.02352803e-02]",0,0,1,1
11,0,fiery flavours of West Africa,fiery flavours West Africa,"[-0.03680073 -0.04671556 -0.00998656 -0.16951487  0.08253466  0.07953094
  0.02643302 -0.10044896 -0.07029485 -0.14873837 -0.02566783 -0.20523927
 -0.72564545  0.09347459  0.18496811 -0.10587701  0.08608865 -0.01782024
  0.10651031 -0.06677658  0.04486925 -0.12740442 -0.05870929 -0.15473781
  0.05272692  0.1624445  -0.08044177  0.1404621  -0.04305773 -0.04451202
  0.17801548 -0.03490791  0.02799883  0.01880868  0.16651803  0.00227687
  0.02645961  0.05215708  0.06965524  0.04330381  0.02715038 -0.15245301
 -0.01814552  0.02081556 -0.0829866   0.09774182  0.06711722 -0.00387644
  0.1085698   0.18800567]",1,0,1,0
10,17,"Fight off the suited and booted waiters who come at you in genteel waves, like gallant officers leading their troops out of the trenches.",Fight suited booted waiters come genteel waves like gallant officers leading troops trenches,"[ 1.67368345e-03  8.08058793e-02  4.69190436e-02 -5.11036460e-03
  2.19681540e-02  3.45813742e-02  7.23144850e-02 -4.40501942e-02
  2.80156480e-03 -1.81547489e-01 -5.50048443e-02  6.55041972e-02
 -7.90523011e-01 -2.25586891e-02  1.29784829e-01 -9.92172055e-02
 -7.75546368e-02 -1.34011279e-01  1.41623786e-02 -1.30923784e-01
  2.52943013e-02  6.73644556e-02 -1.88500570e-04 -8.80402207e-02
 -5.85174609e-02  3.20528569e-01 -3.57588796e-02  7.06178403e-02
 -7.71849416e-02  4.85401388e-02  1.95736577e-01  3.57671067e-02
  8.39931467e-02  2.65929086e-02  7.80635125e-02  9.33443785e-03
  4.65832525e-03  5.47072447e-02 -4.66648044e-02  4.07751121e-02
  1.81885058e-01 -4.83265829e-03  5.26131762e-02  4.03674265e-02
  4.11419666e-02  5.25278960e-02  4.86906530e-03  6.57578037e-02
  8.65109660e-02  2.86561899e-02]",0,1,0,1
26,35,"We fill two each for our loved ones at home, who will now love us even more.",fill two loved ones home love us even,"[ 0.01770887  0.06143654  0.05289716  0.05741708 -0.02527551 -0.0020769
  0.14612511 -0.0468219  -0.05349282 -0.01004862 -0.01990108  0.01585187
 -0.93851859  0.0166589  -0.06562004  0.05424479 -0.01172379 -0.04551311
 -0.09036087 -0.02705006  0.02309934  0.00387154 -0.03870673  0.0278525
 -0.00873934  0.08398742 -0.02513992  0.00241617  0.05901825 -0.08337793
  0.01285912  0.00680725 -0.00990985  0.07531612  0.06546086 -0.01714348
  0.01464847  0.00235634 -0.01207678  0.0297985  -0.12006818  0.05287205
  0.0433757  -0.02150008  0.02276181 -0.05503731  0.06459461  0.00104157
  0.02047627  0.04509853]",0,1,0,1
12,48,The filthy murals may have been chipped away but amid the guttering candles and old-school sauciness,filthy murals may chipped away amid guttering candles old school sauciness,"[-0.07769207 -0.11539072  0.11342478  0.09806598  0.04426443  0.00628412
  0.1350375  -0.16664655  0.08108848 -0.15077149  0.09086072 -0.02385134
 -0.69966816 -0.06161758 -0.02375382  0.0042969  -0.00225116 -0.05978389
  0.02927706  0.01644587 -0.16039469  0.00782238 -0.04173712  0.00853678
 -0.06499298  0.30184068 -0.23881597  0.18336157 -0.15971755 -0.00519944
  0.1237904   0.06076589  0.04912913  0.03752771  0.06461793 -0.07822153
 -0.02037858  0.16716445 -0.02183759  0.09792807  0.16396277  0.02047156
 -0.00959635  0.07423584  0.08618751  0.00709451  0.03968242  0.05477797
  0.01339782  0.13260613]",0,0,1,0
0,38,Our final bill is £353.05.,final bill 353 05,"[ 0.12969206 -0.0019744   0.14092483 -0.04061302  0.08291203  0.12152379
  0.06611413  0.1476909   0.05639905 -0.10506375  0.18771615 -0.07580009
 -0.70360821  0.19622058  0.16043626  0.03453812 -0.04363179  0.18908652
 -0.04366114  0.01138854 -0.05438188  0.03697521 -0.02307847 -0.06313758
 -0.02141799 -0.22198843  0.12956225 -0.06227856 -0.0013338   0.01231856
  0.14318696  0.01709014  0.0301877  -0.0151802   0.11145279  0.15390498
  0.00091885  0.04760745 -0.08032029 -0.10235574 -0.24284936  0.01340617
  0.04643236  0.00637325  0.15198262 -0.05826667 -0.10767581 -0.01404146
 -0.01518246 -0.04402236]",0,1,1,0
9,16,"Finally, in April 2021, his restaurant reopened.",Finally April 2021 restaurant reopened,"[-0.04961839  0.09909586  0.00740815 -0.17875785  0.04026955 -0.08292606
  0.11015602 -0.07311527  0.09400441 -0.12061047  0.03174702 -0.09990898
 -0.7440906   0.03493694  0.01896526  0.01646231 -0.03145676  0.05520455
 -0.139088   -0.05326354  0.02778999 -0.09451256 -0.17169507 -0.18744068
  0.06411542  0.11928491 -0.0827717  -0.17018444  0.06175193 -0.0477007
 -0.00461747  0.04457346 -0.01545495 -0.10600244  0.16123402 -0.04776081
 -0.08250952  0.12072258  0.15916758  0.06633062 -0.08548108  0.11491529
  0.07021528  0.06995722  0.08777207 -0.03942005 -0.01509114 -0.13384364
 -0.0852477   0.14551411]",0,1,1,0
27,37,"Finally, there's the baffling wine list.",Finally baffling wine list,"[ 2.98615417e-02  6.45318078e-02  1.89864789e-02  3.90540530e-02
  9.44483766e-02  2.88261233e-02  1.87945797e-01 -1.04210232e-01
  1.06995777e-01 -3.60474941e-02  1.93824093e-02 -9.77044305e-02
 -8.45039675e-01  8.25131609e-02 -2.82593470e-02  5.49808148e-02
  1.05524846e-01  3.24120189e-02 -5.33269588e-02 -3.95810346e-03
  1.91916037e-03 -1.92764673e-02 -1.32298931e-02  2.87957128e-04
 -5.34793782e-02  2.71330522e-01 -5.85830588e-02 -4.72062892e-02
  4.21833328e-02 -1.16716766e-01 -2.70761080e-02  8.35246962e-02
 -2.29313325e-02  1.40644421e-02  5.14775678e-02  4.29595865e-02
  1.41775377e-02  2.71325201e-03  5.12883863e-02  8.17472678e-02
 -4.56094332e-02  7.83922192e-02  4.48155492e-02  1.20434519e-02
  8.20688846e-02 -4.66374261e-02  7.08994559e-02 -1.86523633e-02
 -1.39422327e-01  1.00202765e-01]",1,0,1,1
17,35,They finally keep the promise that the churros broke.,finally keep promise churros broke,"[-0.04177189  0.03855436  0.03572036  0.00947601 -0.05185059 -0.01259767
  0.17008555  0.02436421  0.09406482  0.02310699  0.0099491   0.00784134
 -0.87565428 -0.02592072 -0.12939008  0.04030743 -0.13815809 -0.02474968
 -0.10150875 -0.01823206 -0.02171748  0.03785844 -0.01403293  0.09968917
  0.00777349  0.11152232 -0.06787696 -0.10335538  0.05673396 -0.04678626
 -0.04197933  0.08128127 -0.06861709  0.03533151 -0.0379712   0.06451011
 -0.0168043   0.01521158 -0.07778592  0.14519838 -0.06875662  0.03947843
  0.05048423 -0.03546518  0.1003533  -0.12612526  0.00752261  0.03206341
  0.01185419  0.08507884]",1,0,0,1
18,18,"Finally, we have squeakily fresh prawns, sliced at the back and curled in on themselves like fat commas, in a broth thick with cracked black pepper and glugs of Shaoxing wine.",Finally squeakily fresh prawns sliced back curled like fat commas broth thick cracked black pepper glugs Shaoxing wine,"[-0.11436367 -0.10657319  0.03241159  0.00198414  0.0349925   0.02167767
  0.01809651 -0.01451453  0.02448397  0.01465467 -0.11765961 -0.02206833
 -0.82076734 -0.06165681 -0.05184323 -0.05703074  0.05389501 -0.17687286
 -0.01333321 -0.03852097 -0.14939148  0.01794859  0.05871709 -0.08482937
 -0.00497061  0.19705425 -0.10373476  0.02082204 -0.00141906 -0.06877035
 -0.07092614  0.16826889 -0.05205057 -0.02501576 -0.06792217 -0.04589829
  0.00963794  0.05722884  0.08913414  0.17834401 -0.06357758 -0.06368402
  0.00569158 -0.02717692  0.14145998 -0.08313134  0.13420133  0.04503925
 -0.01636114  0.08484736]",1,0,0,0
26,13,The Finchley Road?,Finchley Road,"[-0.05144188 -0.10440785  0.03326946 -0.36897577  0.0672461  -0.01392586
  0.05477229 -0.05102236  0.04405446 -0.2286277   0.04135356 -0.10439498
 -0.56009513 -0.07959572  0.15594343 -0.17480485  0.07329164  0.03093072
 -0.07569067 -0.01519492  0.15914176 -0.15312557  0.02307806 -0.17636055
  0.02776717  0.01224395 -0.11102464 -0.00817419 -0.01608578 -0.00479128
  0.16092325 -0.04003833  0.26097221 -0.00549574  0.06755091  0.05691787
 -0.02331638  0.21722979  0.14677069 -0.00471383  0.00348395  0.11187023
  0.05589447 -0.06204049 -0.13574172  0.14852282  0.00428889 -0.04201399
  0.20193247  0.12478997]",0,0,1,0
27,43,"If they can find the punters willing to cough up the big wedge, that's really what they should stick with.",find punters willing cough big wedge really stick,"[ 0.02539268  0.0055039  -0.01853945  0.00613625  0.0172221   0.01037965
  0.15178442 -0.00533306  0.05209141  0.04798357 -0.02137319  0.11596146
 -0.88172752 -0.07808927 -0.02179231  0.06656898  0.0248441  -0.0759769
  0.01598747 -0.05634936  0.01618636  0.02043829  0.10995152  0.07071527
 -0.04698123  0.24156319  0.02094364  0.08206223 -0.0291047  -0.09045706
  0.07767699  0.03795542  0.02930957 -0.02304746  0.00203228  0.03237643
 -0.03184068 -0.00222701 -0.006721    0.08210917 -0.07598458  0.01127082
  0.05000249  0.01524498  0.0813821  -0.10676852  0.09078392  0.05261168
 -0.00307107  0.09140142]",0,1,0,1
24,30,"It's a fine example, but pay more attention to the muhalabia, a soothing set milk pudding topped with crushed pistachios and sweetened with a light touch of rosewater syrup.",fine example pay attention muhalabia soothing set milk pudding topped crushed pistachios sweetened light touch rosewater syrup,"[-1.31155026e-01 -7.86128030e-02  6.87268436e-02  1.23621655e-01
  2.67598729e-02  9.97079894e-02  7.95443135e-02 -1.57433441e-01
  4.25232240e-02 -4.18330540e-02 -1.02880414e-01 -2.99843838e-02
 -8.00868374e-01 -4.33507547e-02  9.14187553e-02  3.66263957e-02
  1.28736770e-01 -1.05271745e-01  6.61330505e-02 -2.80911757e-02
 -1.66925405e-01 -6.50878193e-02  2.11114069e-02  5.88345501e-04
  6.74703528e-03  2.21725346e-01 -3.27309042e-02  9.59960047e-02
  8.94029710e-03  1.98773022e-02  7.21619288e-02  1.42194131e-01
 -7.93780868e-02 -3.33753277e-02 -3.17017192e-02 -2.34736827e-02
 -3.08581573e-02 -2.26179939e-02  4.11054776e-02  1.82014849e-01
  2.09156046e-02 -1.02894813e-01 -8.22891335e-02 -7.27087801e-02
  1.19838244e-01 -6.52832638e-02  3.48227729e-02 -1.46842015e-02
 -7.13928691e-03  8.73680395e-02]",1,0,0,1
19,18,These are not the finest pieces of meat,finest pieces meat,"[-3.70153723e-02 -1.26680672e-01  7.43595680e-02  4.99604141e-02
  2.86858956e-01 -7.74687310e-03  3.33356479e-02 -7.30817177e-02
  6.09339875e-02 -3.57880640e-02 -4.32101018e-02 -8.10174062e-03
 -7.50408159e-01  2.68755787e-02  5.83652564e-02  3.33861090e-02
  1.35129139e-01 -7.75658367e-02  3.90464249e-02 -2.51215886e-02
 -1.53573338e-01 -8.09034548e-04  6.76105547e-02 -5.15436478e-02
  4.44610937e-02  2.88660157e-01 -1.28127003e-01  1.43759119e-02
  5.59283870e-02 -1.31901138e-01  4.69941719e-02  7.77780240e-02
 -1.15737540e-01  8.93332184e-02  3.11893368e-03 -9.91246538e-02
  2.04883585e-02 -5.65608018e-02  5.51559790e-02  2.93078914e-02
  1.54335169e-02 -7.00352178e-02 -7.67451598e-02 -8.37074155e-02
  7.82647446e-02  5.76233749e-02  2.17065462e-01  6.75633487e-02
 -2.45232934e-04  6.79777979e-02]",1,0,0,1
27,34,"We are firmly in aged, slack-elastic, knicker-drawer territory",firmly aged slack elastic knicker drawer territory,"[-6.87889386e-02 -1.67756474e-01  5.35358638e-02  1.73632158e-01
 -1.57633966e-02 -3.70237634e-02 -1.36546641e-01 -1.50066578e-01
  1.66507152e-02 -5.65395076e-02 -2.00534338e-02 -5.00020757e-02
 -5.50712335e-01 -7.47622380e-02  1.37056955e-01 -1.26688916e-01
  6.14334528e-02 -4.84962348e-02  7.51546882e-02 -2.55785163e-01
  1.30246408e-01 -7.36007748e-02 -1.96438546e-02 -1.58518458e-01
 -9.01861546e-02  3.65258030e-01 -1.30013144e-01 -1.20915686e-01
  4.29154776e-02  1.00449933e-01  1.48309596e-01 -2.49879951e-02
  4.27564685e-02  2.04835980e-04  1.15906785e-01 -3.25379832e-02
  8.50493972e-03  1.13683803e-01  7.66847609e-02 -7.24777229e-02
  3.01026654e-01  1.85175297e-02  1.59949817e-01  6.63371112e-02
  1.28849473e-01  6.09204365e-03  1.43435249e-01  3.87046364e-02
  4.61839078e-02  7.92769765e-02]",1,0,0,1
11,34,"When it was first announced, the menu descriptions suggested they were determined to do some fancy, evolved version of West African classics; the sort of thing that might be perceived to bellow 'Knightsbridge'.",first announced menu descriptions suggested determined fancy evolved version West African classics sort thing might perceived bellow Knightsbridge,"[-0.04217552  0.03456516 -0.02559823 -0.00542615  0.11602268  0.02290177
  0.13288664 -0.0932565  -0.00672099 -0.08207666 -0.04832041 -0.06147368
 -0.86906961  0.04210868  0.00903344  0.00464742  0.12042794  0.0277818
 -0.00106236 -0.00914826  0.03318246 -0.06352649  0.00826522 -0.14334079
 -0.09064849  0.22736663  0.0223248  -0.02405592 -0.00316519 -0.05194334
  0.13284126  0.02002187  0.03092207 -0.07856273  0.11846797  0.02137966
 -0.01604358 -0.05091036  0.08922028 -0.01870028  0.08150348 -0.01493671
  0.07413854  0.0537843   0.03662168 -0.04232669  0.03263488  0.01196386
 -0.10348828  0.00213268]",0,1,1,0
9,33,"My first dish is a heap of warm cheesy mousse, the colour of the best cheddar, dribbled with the brilliant green of chive oil and topped with the crunch of deep-fried crispy onions",first dish heap warm cheesy mousse colour best cheddar dribbled brilliant green chive oil topped crunch deep fried crispy onions,"[-0.02042082 -0.13837807  0.08658686  0.00443829  0.11645433  0.08567311
  0.01270007 -0.12546584  0.03832429 -0.11037514 -0.06382418 -0.0506542
 -0.7264814  -0.04492125  0.03442422  0.0203644   0.17016429 -0.13335776
  0.0399125   0.01199928 -0.1514029   0.0109997   0.04139527 -0.06849681
  0.00883019  0.21746009 -0.08912253  0.08984757  0.02648363 -0.1260157
  0.05649843  0.2104783  -0.05033796 -0.10486066 -0.01921831 -0.06653471
  0.04127453 -0.06249292  0.13433139  0.23912876 -0.07551632 -0.16720345
 -0.03257946 -0.08968777  0.15911101  0.01764405  0.07257268 -0.04939118
  0.02241576  0.05729292]",1,0,0,1
18,4,"our first dish landed at the tiny Chinese café, Roasta Preston.",first dish landed tiny Chinese café Roasta Preston,"[-0.00463389  0.11563175  0.09069742 -0.06358408  0.00413699 -0.10067404
  0.05596619 -0.00972852  0.01368068 -0.09686407 -0.04671692 -0.0718099
 -0.8299644   0.02315509  0.11435675 -0.00384388  0.08452812 -0.0778201
  0.0051273  -0.00291981 -0.03214853 -0.08182295  0.08826265 -0.1377092
 -0.02960768  0.20070382 -0.08118122 -0.04417504  0.04592571 -0.09011478
  0.05476909  0.00879853  0.02332605 -0.14388401  0.09608123  0.06745117
  0.04546762  0.01320036  0.11936935  0.09319475 -0.07332549 -0.00326814
 -0.09307288  0.05263906  0.12657729  0.02904732  0.09694366 -0.03359254
  0.05069391  0.1544961 ]",1,0,1,0
10,11,"At his first London restaurant Hibiscus, amid all the gastronomic knife juggling, he offered a sausage roll.",first London restaurant Hibiscus amid gastronomic knife juggling offered sausage roll,"[-8.08744727e-02  4.61892975e-02  8.82165002e-02 -2.90530818e-02
  1.27993988e-01 -6.82275659e-04  8.22393437e-02 -1.03446260e-01
  1.00959321e-01 -1.92231601e-01 -5.47080016e-02 -8.27329979e-02
 -7.68757776e-01 -2.74837278e-02  1.35814073e-01  3.60510206e-02
  6.64845162e-02 -8.87071214e-02  1.69970967e-02 -1.16678098e-01
 -8.03727446e-02  2.26156675e-03  4.14549061e-03 -1.80033871e-01
  6.27154159e-02  2.31076120e-01 -4.69247687e-02  1.54423962e-02
 -9.93489267e-05 -7.44161712e-02  1.04660447e-01 -1.64771581e-02
 -2.67720327e-03 -7.77457038e-02  8.43043555e-02 -2.09478941e-02
  5.45982005e-02  5.24525935e-02  1.38369218e-01  4.06735592e-02
 -3.97273079e-02 -5.38985460e-02 -5.44869152e-02  5.50708196e-02
  2.48368786e-01  1.04311439e-01  6.05066426e-02 -1.39557372e-02
  5.37602292e-02  9.39773214e-02]",1,1,1,0
5,12,"It first opened in the Scottish borders in 1997, before relocating to this Carlisle terrace in 2000.",first opened Scottish borders 1997 relocating Carlisle terrace 2000,"[ 0.00163941 -0.04794619  0.12978541 -0.07346385 -0.03463255 -0.1164617
  0.09690401 -0.04063379  0.05970133 -0.23947657  0.00939845 -0.12199789
 -0.7439063  -0.04184815  0.09820188 -0.11927095  0.08619394  0.08150094
  0.03810987 -0.01078414  0.06969594 -0.13961694 -0.06917317 -0.21935421
 -0.01550444  0.23210483  0.01258044 -0.0957161   0.0752403  -0.03398958
  0.12403023  0.00544406  0.12283004 -0.08127197  0.11112666 -0.05079671
  0.01700389  0.09510931  0.09985674  0.01713623  0.13370801  0.12090258
  0.00600983  0.02355831  0.0837531   0.05755328  0.04459084 -0.03226349
  0.09453508  0.06778815]",0,0,1,0
10,21,It's the first worrying sign.,first worrying sign,"[ 3.07345143e-02  1.74165533e-02  8.67333258e-03 -1.37992006e-03
 -4.94134306e-02  3.25685004e-02  2.30299114e-01 -2.61783539e-02
  1.14799747e-02  2.73265946e-02  3.58322791e-02 -2.55095475e-02
 -8.51304412e-01  1.97090315e-02 -9.20433250e-02  5.41683958e-02
 -3.14358358e-02 -8.66154035e-03  1.92995590e-02 -8.49880352e-02
 -7.84573824e-03  5.89856077e-03  6.91745796e-04  2.79663859e-02
 -9.55452148e-02  2.17791235e-01  1.41480553e-01 -7.82022694e-02
 -2.70604750e-02 -4.48548612e-03  4.64682320e-02 -5.61508057e-02
  1.04926647e-02 -7.45055713e-03  1.23141430e-01  1.27709240e-01
 -5.54125349e-02  5.48494240e-02  8.06705420e-02 -1.78169510e-02
 -6.72565385e-02  2.59911939e-02  1.62823901e-01 -6.48026107e-02
  1.20845383e-01 -3.02029123e-02 -6.11837533e-02  1.82112063e-02
 -3.55148480e-02  5.02050073e-02]",0,0,0,1
2,33,"There's fish and chips, and a range of sandwiches including roast beef with watercress, or Appleby cheddar with chutney",fish chips range sandwiches including roast beef watercress Appleby cheddar chutney,"[ 5.59494820e-03 -4.94723715e-02  3.21194631e-04 -4.18858323e-02
  1.61921221e-01  5.38552526e-02 -9.15366367e-02 -8.98109740e-02
  4.99882720e-02 -1.84337945e-01 -9.77379161e-02 -5.95258873e-02
 -6.84551146e-01 -1.27449668e-02  6.32510015e-02  2.21408077e-02
  1.62614780e-01 -2.42125104e-01  6.55437392e-02 -2.04205032e-02
 -1.11015175e-01 -1.00344075e-03  7.36514483e-02 -1.28705994e-01
  1.81831928e-02  2.05349564e-01  1.80055959e-03  4.38982392e-02
  8.14518368e-03 -2.00653137e-01  7.87958535e-02  2.01523379e-01
 -9.24060449e-02 -7.01046303e-02 -7.35589861e-02 -5.94925876e-02
  3.09810181e-02 -4.27808499e-02  1.75840255e-01  1.67296118e-01
 -7.37836142e-03 -8.61595584e-02 -7.88691847e-02 -1.28681681e-01
  1.42376021e-01  7.58832033e-02  1.50006502e-01 -3.55960912e-02
  4.26175431e-02  7.56069425e-02]",1,0,1,0
15,21,It's a fish dish that is unashamed of its funky pelagic depths.,fish dish unashamed funky pelagic depths,"[-0.15095016 -0.06924144 -0.00933924 -0.00363757  0.167199    0.01877402
  0.07449975 -0.10324553  0.01619633 -0.08850179 -0.09794119  0.00230857
 -0.70688228 -0.0534306   0.01855962 -0.07339791  0.19371022  0.02801288
  0.13662999 -0.02564626 -0.08841931  0.02413563  0.01582532 -0.04821131
  0.05700288  0.24524585 -0.045647    0.16594801  0.00157082  0.02715025
  0.08012512 -0.00221678  0.07168612  0.05862514  0.02837348 -0.03440842
 -0.06157661 -0.09382117  0.08700274  0.10957283  0.04898508 -0.07509761
  0.01188473 -0.07193985 -0.00655212  0.27050995  0.29478182  0.0021219
  0.06855348  0.11017874]",1,0,0,1
9,20,"five courses of extremely good, inventive cooking for a ludicrous £25 a head",five courses extremely good inventive cooking ludicrous 25 head,"[ 0.05281918 -0.00080645 -0.01094894  0.04980384  0.18417208  0.16553731
  0.15979632 -0.07670039 -0.0874105  -0.07663895 -0.08034492  0.00917622
 -0.80049966 -0.02141581  0.01965857 -0.0063513   0.10400289 -0.11475822
 -0.10819125 -0.02523442 -0.03634702  0.01187153 -0.02388371 -0.0090949
 -0.11046706  0.2722672  -0.05525565  0.05365025  0.01769841 -0.07083652
  0.0803503   0.03993943  0.00799226 -0.00409935  0.07913391  0.08148474
 -0.06700735  0.01021799  0.11855448  0.00233912 -0.00284482  0.04788202
  0.01954687  0.0799414   0.17075371 -0.02752647  0.06276205  0.08487866
 -0.10995109  0.04671828]",0,0,1,1
9,43,"But five courses like this, offered at such a delightful price, simply can't outstay its welcome.",five courses like offered delightful price simply outstay welcome,"[ 0.00446342  0.03196223 -0.01530886 -0.01187592  0.07368152  0.00887542
  0.16541244 -0.05881875 -0.0308497  -0.03055981 -0.02510683  0.00262188
 -0.89165285 -0.0121966  -0.03537285  0.09481384  0.03264793 -0.06119984
 -0.08304552  0.01016208 -0.00477036 -0.0976002   0.02146218 -0.03193195
 -0.05289213  0.18779398  0.03692187  0.01599434  0.09334991 -0.09679967
  0.07807065  0.04253132  0.01944994  0.03312698  0.13193497  0.05788966
 -0.03342097 -0.00159175  0.05300391  0.00579682 -0.06266425  0.00699292
  0.01566939  0.00168589  0.0854122  -0.13952295  0.00431327  0.00647542
 -0.08046401  0.04548001]",0,0,1,1
29,21,only five starters so we order them all.,five starters order,"[ 9.51277601e-02 -1.29869535e-02 -1.63144220e-02 -5.31013246e-02
  1.49363102e-01  8.73218584e-03  1.46404495e-01  7.14991012e-02
 -2.30125769e-02 -9.24096753e-02  1.01829229e-01 -2.44508639e-02
 -7.49129334e-01  5.35235722e-02 -5.19495115e-02  9.93892264e-02
  7.12328864e-02 -1.23237490e-01  9.93324421e-03 -1.41175801e-02
 -8.67480720e-02  3.31627959e-02  2.51975585e-02 -2.05118092e-01
 -8.18051783e-02  1.81346117e-01  6.14844096e-02 -1.17711485e-01
  1.33869943e-02  3.61068970e-05  1.38060223e-01  9.55328907e-02
 -7.81725982e-02  8.79693860e-02  1.80451953e-01 -1.34219142e-01
 -3.88066088e-03 -7.14278242e-02  7.21453549e-02  1.15181500e-03
 -9.01204558e-02  6.00418843e-02  5.16596485e-02 -1.42650623e-01
  1.44049079e-01 -1.78529720e-01 -8.30909071e-02 -7.41276999e-02
  2.50812703e-02  9.73196262e-02]",1,0,1,0
10,45,I'm fixated anxiously on memories of the Swiss chard pie.,fixated anxiously memories Swiss chard pie,"[-0.08079423  0.0459776   0.14564832  0.08432578 -0.10302902 -0.01422665
  0.01457542 -0.097575    0.19888765 -0.14291297 -0.13346328 -0.14511945
 -0.75198446 -0.04369674 -0.11437662 -0.03448828  0.09807639 -0.07967802
 -0.00548664 -0.10622116  0.07872845  0.09749692 -0.07734831 -0.02616947
 -0.02386971  0.21454254 -0.10674084 -0.11318898 -0.02750432 -0.10452613
  0.05070745  0.09270387  0.03191897  0.01179788  0.03701989 -0.09332312
  0.01616441 -0.05591606  0.10676276  0.23746037 -0.03761342  0.03903219
  0.0517944   0.10340442  0.07021721  0.09927521  0.05580254 -0.00431872
  0.00201786  0.04493215]",1,0,0,1
3,30,"flatbreads stuffed with spiced lamb, which have then been fried so the crust is golden.",flatbreads stuffed spiced lamb fried crust golden,"[-0.10464863 -0.13242502  0.07105272  0.05610636  0.05854783 -0.04546157
 -0.092083   -0.01241012  0.06895932 -0.18053905 -0.10246958 -0.08192412
 -0.47700911 -0.06353721  0.09435898  0.03939145  0.18511258 -0.20115359
  0.12617756 -0.0587487  -0.177078   -0.00384907  0.03169617 -0.10876042
  0.02355553  0.32338662 -0.07958191 -0.01202194  0.08342775 -0.22290414
  0.03029397  0.19500534 -0.11496873 -0.00777721 -0.11390346 -0.05192557
  0.04785883 -0.13762193  0.11044105  0.22033768  0.02599818 -0.23279235
 -0.03692269 -0.09595981  0.22744547  0.11179824  0.18433965 -0.08211674
  0.103591    0.12262615]",1,0,0,0
9,34,It's all the flavours of the very best packet of cheese and onion crisps in spoonable form.,flavours best packet cheese onion crisps spoonable form,"[ 0.08091989 -0.04028218  0.00449996 -0.00579794  0.14009634  0.05992621
  0.03314168 -0.13565766  0.04075954 -0.03869728 -0.08331113 -0.11524716
 -0.69682966 -0.00073247  0.00752948  0.0315061   0.26787433 -0.16542118
  0.02959881 -0.02897697 -0.21086864  0.04109774  0.0762762  -0.06882619
  0.05160908  0.19996334 -0.01493352 -0.07270595  0.08456287 -0.16070784
  0.08709088  0.13216557 -0.03220038 -0.08395938 -0.05160808 -0.13999594
  0.03934068 -0.11520042  0.15227548  0.15778663 -0.02650725 -0.10471615
 -0.13374172 -0.12714766  0.13748284 -0.01937831  0.07295189 -0.10656649
  0.01588182  0.01172909]",1,0,0,1
