review_id,comment_id,original_sentence,cleaned_sentence,sentence_embedding,codes,themes,food and drinks,place,people,opinions
3,167,"In the half-open kitchen, there's one older chap",half open kitchen one older chap,"[ 0.01680291  0.00790194  0.02414718  0.01663058  0.01939946 -0.01141234
  0.05988364 -0.00085908 -0.03992236  0.00588513 -0.02040236 -0.00304688
 -0.45249    -0.01121116 -0.0322086   0.00502342  0.02129746 -0.03564794
 -0.04686162  0.00327675 -0.0171122  -0.010051    0.00839184 -0.02518136
  0.00919512  0.0764223  -0.02264386 -0.057677   -0.011855   -0.02366417
  0.01021826  0.0095838   0.0151532  -0.0127314   0.04455862 -0.0046908
  0.0245826   0.00649776  0.0451286   0.0276988  -0.0894888   0.0670136
 -0.0357773   0.0227073   0.06094452 -0.04140339  0.04208168  0.01718103
 -0.01011726  0.03472208]",service; chefs; positive,opinions; people,0,0,1,1
3,168,.,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",meat; chefs; positive,food and drinks; opinions; people,1,0,1,1
3,168,"In the half-open kitchen, there's one older chap, grilling the meats and dribbling the olive oil in all the right places.",half open kitchen one older chap grilling meats dribbling olive oil right places,"[-4.36511857e-03 -4.04785396e-02  1.79032793e-02 -1.37926205e-02
  1.16883259e-01  2.48927808e-02  4.40290412e-02 -3.81869795e-02
 -1.91576196e-02 -7.94926707e-02 -4.81138391e-02 -1.78024807e-02
 -8.17623397e-01  2.02839300e-04  1.52572594e-02  2.08462811e-02
  7.29708016e-02 -1.17040938e-01 -3.32379000e-02 -4.65404514e-02
 -2.32996383e-02 -4.35945387e-02  4.00134413e-02 -4.62064200e-02
  2.00717203e-02  2.13240101e-01 -4.76148600e-02 -2.42045999e-03
 -5.24740040e-03 -5.39057088e-02  3.14750817e-02  7.02730194e-02
 -4.00356004e-02 -2.21723397e-02  3.80962208e-02 -4.92362800e-02
  3.88825396e-02  6.83099614e-02  1.32978600e-01  1.00020200e-01
 -7.72006175e-02  6.35835999e-02 -5.21832398e-02 -2.39623803e-02
  1.28307918e-01  4.08061139e-03  9.46726780e-02  5.65938270e-02
  6.86818082e-03  6.66802793e-02]",meat; chefs; positive,food and drinks; opinions; people,1,0,1,1
3,169,"Desserts are syrup-drenched pastries with a scoop of mastic ice-cream, with that slightly bouncy, rubbery texture, familiar to anyone who has ever bought a cornet in the hottest of climes",Desserts syrup drenched pastries scoop mastic ice cream slightly bouncy rubbery texture familiar anyone ever bought cornet hottest climes,"[-0.1423078  -0.0835385   0.02070688  0.11376314  0.10449499  0.04453544
  0.1335399  -0.17732648  0.0578919  -0.09546734 -0.09647554 -0.0662125
 -0.78653976 -0.00599454  0.0115193   0.02962214  0.22101653 -0.12458812
  0.0246016  -0.07244604 -0.05209942 -0.04282801  0.07895642 -0.09176594
  0.01448802  0.3126062  -0.09403921  0.1054686  -0.06274656 -0.1982658
  0.1076361   0.1267317  -0.02109366 -0.12722656 -0.07825916 -0.10984023
  0.00795434 -0.03069573  0.07114558  0.27838888  0.03160468 -0.05736778
 -0.10842814 -0.05240872  0.1103885   0.01485798  0.10242506  0.02305992
 -0.04171228  0.1392371 ]",desserts; positive; presentation,food and drinks; opinions,1,0,0,1
3,170,"We have a slab of soft, fragrant orange cake and another made with walnuts.",slab soft fragrant orange cake another made walnuts,"[-0.0580744  -0.07411716  0.05145743  0.06225564  0.03764994  0.01857132
  0.02081    -0.04489866  0.03177624 -0.03824024 -0.06867562  0.01471072
 -0.45760859 -0.04885718  0.03119572  0.030983    0.0772248  -0.0520606
  0.0317974   0.00360812 -0.10783832 -0.02883026  0.00408108 -0.06048526
  0.0131112   0.128496   -0.04294214  0.03501664  0.0340044  -0.0401694
  0.0122872   0.0653476  -0.06261384 -0.03531578 -0.00958652 -0.01800304
 -0.00881316 -0.0127799   0.02906     0.1294926  -0.0420644  -0.0835808
 -0.0179058  -0.0568956   0.0646041  -0.00547418  0.05702852 -0.0086804
  0.02014174  0.05838766]",desserts; greek,food and drinks,1,0,0,0
3,171,"The short, entirely Greek wine list, currently boasting just one retsina, helps it all on its way",short entirely Greek wine list currently boasting one retsina helps way,"[ 1.41470521e-02  3.57405923e-03  3.04712991e-02  4.68613201e-02
  7.97657803e-02  7.18048597e-02  1.24388820e-01 -6.53516192e-02
  9.18359905e-03 -5.20431802e-02 -5.20893596e-02 -5.13206192e-02
 -6.90542395e-01 -6.10427976e-03 -2.35256012e-02  5.23520224e-04
  6.84969003e-02 -2.27248998e-02  9.04794056e-03 -1.00261311e-02
  4.85309190e-02 -4.17001794e-02  1.15999132e-04 -2.50056008e-02
 -1.20592810e-02  1.61970500e-01 -1.23679996e-02 -7.18974069e-03
  3.18086398e-02 -2.83056996e-02  3.75014610e-02  1.15010800e-03
 -1.64580497e-02  5.55420011e-03  9.43899394e-02  9.94418047e-03
  1.50259198e-02  7.22474046e-03  3.25816804e-02  1.82623997e-02
 -4.27275980e-02  3.13917986e-02  7.67814040e-03 -2.61080797e-02
  6.46823604e-02 -6.73794004e-02  2.54811999e-02  4.91642805e-02
 -9.46230009e-02  6.88798029e-03]",greek; drinks; positive,food and drinks; opinions,1,0,0,1
3,172,The Kolossi Grill AKA Attica grill is that rare thing; a venerable restaurant that has found a way to avoid decline and start afresh.,Kolossi Grill AKA Attica grill rare thing venerable restaurant found way avoid decline start afresh,"[-4.08319392e-02  5.49019399e-02 -1.00501803e-02 -7.62177981e-02
  7.77911233e-02  4.64563736e-03  9.33432238e-02 -7.71237252e-02
  1.86654005e-02 -1.02400880e-01 -4.45600634e-02 -1.72755812e-02
 -8.01987799e-01  1.65781003e-02  5.33284019e-02  2.19983397e-02
  1.14934401e-01 -1.64240594e-02  5.15882060e-03 -8.10875811e-02
  1.11612553e-02 -9.91175997e-02 -3.03247799e-02 -1.01654381e-01
  2.91959494e-04  1.44300681e-01  3.03378190e-02 -8.73578034e-03
 -8.92257869e-03 -5.26029575e-02  9.06621987e-02  7.86881957e-03
 -3.28373822e-02 -7.04259990e-02 -4.20050225e-02 -4.54775185e-02
 -3.15694402e-02  2.69043199e-02  1.07838661e-01  1.90693989e-02
 -5.49256203e-02  3.30099994e-02  3.77911592e-02 -4.65474724e-02
  8.90622379e-02  5.50613197e-02  5.76263210e-02  5.04705795e-02
 -1.42604323e-02  5.70926597e-02]",positive,opinions,0,0,0,1
3,172,"I used to know you very well, old friend.",used know well old friend,"[ 2.10708600e-02  3.68445998e-02  1.24199539e-04  1.03452602e-02
 -3.22746006e-02 -1.39754006e-02  8.93212003e-02  1.39454593e-02
 -1.20317996e-02  4.32903999e-02 -3.44506479e-02  2.20709001e-02
 -5.06552000e-01 -2.57645604e-02 -1.66026205e-02 -4.50088024e-03
  5.65500021e-03 -4.52654010e-02 -3.47073211e-02 -7.00976014e-03
  6.77048013e-03  2.93542002e-02  5.80610191e-03  1.10929999e-02
 -2.29603804e-02  4.98573995e-02 -2.57120001e-02 -2.35955204e-02
  5.18823993e-02 -5.65781314e-02 -1.83224005e-02  2.23544803e-02
 -1.25945398e-02 -1.27335995e-02  1.10328403e-02  5.05145997e-02
  8.47461954e-03  2.23444795e-02  1.44872801e-02 -1.25759998e-02
 -6.11529997e-02  2.10344402e-02  3.36085598e-02  9.63853981e-03
 -9.43274221e-03 -3.68252785e-02  4.33524010e-02  1.78711401e-02
 -3.77072001e-02  9.55745995e-03]",positive,opinions,0,0,0,1
3,172,I look forward to getting to know you all over again.,look forward getting know,"[ 1.17080995e-02  1.46370599e-02  2.39333993e-02 -1.45888007e-02
 -1.00119948e-03  5.71739972e-03  8.43258011e-02  7.68379971e-03
 -6.73480183e-04  4.43680048e-03 -9.39314023e-03  1.96084855e-02
 -4.01838002e-01 -2.10084000e-02 -3.67806001e-02 -4.52105999e-03
 -2.05486195e-02 -2.89586006e-02 -4.94421995e-02 -2.28536004e-02
  1.01355201e-02 -4.46259975e-03  2.34359980e-03  1.09030002e-02
 -3.12913806e-02  5.35282007e-02  2.61599422e-04  1.01472200e-02
  1.85429990e-03 -3.39313404e-02 -7.63559967e-03  1.72664401e-02
 -2.53734022e-03 -5.59772147e-03  2.90314388e-02  5.06682003e-02
 -1.90648001e-02  1.27136802e-02 -1.84920013e-03  3.46012005e-02
 -4.50560004e-02  1.06796002e-02  5.12271994e-02  3.54721993e-02
  2.96754705e-02 -3.69932002e-02  1.87326005e-02  2.03457996e-02
 -3.17478999e-02  1.06689604e-02]",positive,opinions,0,0,0,1
4,173,"For Manchester's Chinese students, this small Hong Kong-style café is a true taste of home",Manchester Chinese students small Hong Kong style café true taste home,"[ 0.04802152  0.06857374  0.05854812 -0.02959012  0.01253186  0.01082542
  0.09750721  0.0230728  -0.00895932  0.01070364 -0.09201366 -0.0493646
 -0.696506    0.059994    0.088631    0.00072073  0.01418362 -0.05947887
  0.02443974 -0.0548296  -0.04540808 -0.0854262  -0.00436156 -0.0177897
 -0.02112488  0.07368976 -0.00270328 -0.0770031   0.0560752  -0.13157
  0.09572796 -0.07046922 -0.03717954 -0.0674064   0.14442764 -0.0215327
 -0.03002     0.0451572   0.06429426  0.0079158  -0.1773634  -0.0347412
 -0.03838954  0.04128321  0.04224994  0.03853936  0.032866    0.0143088
 -0.03219878  0.08104436]",positive; asian; customers,food and drinks; opinions; people,1,0,1,1
4,174,"Sakura, 8 Salisbury House, St Stephen Street, Salford M3 6AX.",Sakura 8 Salisbury House St Stephen Street Salford M3 6AX,"[-0.00779862 -0.01738164  0.02454043 -0.0921244   0.0032914  -0.03544578
  0.0410376   0.01754432 -0.01445988 -0.0688506   0.02195448 -0.01824854
 -0.374412   -0.01772486  0.0597791  -0.06038796  0.0331862   0.01536766
 -0.01053342  0.03214618  0.034305   -0.09102204 -0.03588432 -0.11078238
  0.00596525  0.02290966  0.0177908  -0.01514388  0.0090163  -0.0422894
  0.0747904  -0.03901316  0.0084764  -0.02828806  0.0036992   0.03117946
 -0.02546881  0.0458112   0.0841718   0.00921747 -0.04485852  0.0249574
 -0.02227418  0.01738788  0.01856061  0.07278758  0.01674736 -0.0719568
  0.03378494  0.03706316]",location,place,0,1,0,0
4,175,Somewhere on the road out of central Manchester,Somewhere road central Manchester,"[-0.0051766  -0.00132414  0.02069066 -0.0726368   0.01040582  0.0121999
  0.04668201  0.00709843  0.00258628 -0.0161936   0.055451   -0.01459246
 -0.276126   -0.00332     0.0477452  -0.0192244  -0.00190186  0.015042
 -0.0178482  -0.05365442  0.035678   -0.066749   -0.0192688  -0.06949726
  0.0139776  -0.00802986  0.0104188  -0.0252102  -0.00844424 -0.030164
  0.030306   -0.04286312  0.033664   -0.00895904  0.0648498   0.02892492
 -0.0070378   0.04196354  0.006367    0.03104948 -0.0529434   0.0378782
  0.0337974   0.00199658  0.006141    0.0451234  -0.0054262   0.0059196
  0.0242312   0.0446682 ]",location,place,0,1,0,0
4,176,I am generally all over where I am going to review.,generally going review,"[ 0.00842346  0.0141436  -0.0027106  -0.0225466   0.0106736   0.033695
  0.0537412  -0.0216266   0.006824   -0.012081    0.0033804  -0.01569196
 -0.237502    0.0010214  -0.0028239  -0.0011      0.0224672   0.0007204
  0.0031722  -0.0018678  -0.0067296  -0.0258728  -0.00820938  0.001173
 -0.01677174  0.0439108   0.0010906   0.008088    0.00398476 -0.006216
  0.0357646  -0.00496566  0.0063346  -0.0057462   0.01569     0.00412866
 -0.0119428  -0.0065822   0.0207532   0.005194   -0.0069922   0.0156084
  0.0272584   0.0270566   0.0346482  -0.0308152  -0.00441296  0.00299128
 -0.0378942  -0.0024664 ]",reviews,opinions,0,0,0,1
4,176,"I will have looked it up online, studied the menu, perhaps stalked it digitally via Google Streetview.",looked online studied menu perhaps stalked digitally via Google Streetview,"[ 0.03491458  0.086465   -0.0059683  -0.0234866   0.03388432 -0.01180658
  0.06200922 -0.1375008   0.04490302 -0.00276623  0.0033145  -0.03111052
 -0.501301    0.00251982 -0.06095624 -0.00594658  0.07659332 -0.00765474
  0.00720738 -0.0380882  -0.01543552 -0.0584224  -0.04980746 -0.10618224
 -0.11279597  0.05164092 -0.00629956 -0.0015007   0.01074448 -0.00992496
 -0.00224882  0.03625418 -0.0204574  -0.1451074   0.0907836  -0.03989954
  0.05474046 -0.01029989 -0.00438844 -0.03296218  0.0124322   0.04073301
  0.0036342   0.00934574  0.0320892   0.0086508  -0.0546253  -0.01270528
 -0.19173354 -0.01103166]",reviews,opinions,0,0,0,1
4,177,in Manchester,Manchester,"[ 3.47860008e-03 -1.21154003e-03  1.13585997e-02 -1.99974000e-02
 -1.17299998e-02  4.96899992e-03  1.21809999e-04  8.53739977e-03
 -1.03805995e-02  4.83500004e-03  3.04139996e-02 -3.37740004e-03
 -5.41459990e-02  1.01025999e-02  1.05814004e-02 -8.72739971e-03
 -8.20760012e-03  9.53700006e-03 -5.09540021e-03 -2.51500010e-02
  2.14340001e-03 -1.80508006e-02 -1.34101999e-02 -3.01259995e-02
 -5.75980008e-03  2.55279988e-03  2.03520012e-02 -1.96099997e-02
 -6.74759984e-03 -2.83039999e-02  6.46920025e-03 -1.50313997e-02
  1.54618001e-02  1.66056007e-03  4.50699997e-02  1.52212000e-02
  2.99199998e-03  4.01380006e-05 -2.69499987e-03  1.55236006e-02
 -2.18059993e-02 -5.96819997e-03  1.27763999e-02  1.12738001e-02
  1.50864005e-03  7.52659976e-03 -1.42729998e-02 -2.38999993e-03
  6.82560027e-03 -6.71140015e-03]",location,place,0,1,0,0
4,179,in Cheetham Hill,Cheetham Hill,"[-0.0122138  -0.0369874   0.0242328  -0.05697     0.0127188  -0.00155695
  0.0091052  -0.01789142 -0.0180374  -0.0246328   0.01040332 -0.011335
 -0.0845234  -0.013636    0.0300988  -0.0152346   0.019162    0.0316222
  0.0183796   0.0271156   0.025432   -0.0196932  -0.0172176  -0.0319258
  0.0017486   0.0033778   0.0021932   0.011774   -0.0194908  -0.00546888
  0.037384    0.01123511  0.00229918 -0.0026195  -0.0457926   0.019582
  0.0138674   0.022054    0.0324106  -0.00633776  0.0122338   0.0018518
 -0.006727    0.0061995  -0.00579     0.0168988  -0.01004903 -0.001476
  0.0276428   0.0141878 ]",location,place,0,1,0,0
4,178,": a Japanese all-you-can-eat place in Cheetham Hill, offering a range of nigiri, maki, teppanyaki",Japanese eat place Cheetham Hill offering range nigiri maki teppanyaki,"[-0.02735272  0.0192094   0.01505944 -0.07633368  0.0267728   0.01736917
  0.06458248 -0.08021418 -0.00155109 -0.095915   -0.09469336 -0.02562228
 -0.43068101 -0.0152828   0.09672051  0.01556808  0.0813918  -0.08070868
  0.02508803  0.01775315  0.00270282 -0.0693943   0.00908948 -0.0715156
 -0.0150944   0.0773908   0.0358582   0.02517488  0.0266622  -0.06261538
  0.11151343 -0.01725515 -0.04508466 -0.0503061  -0.0175552  -0.02008591
  0.02173658  0.0271502   0.137988    0.02423012 -0.0089918  -0.01279442
 -0.0636062  -0.01736208  0.0762715   0.075103    0.01213617  0.00594722
  0.03943602  0.05159824]",asian,food and drinks,1,0,0,0
4,180,.,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",service,people,0,0,1,0
4,180,It promised 'robot-assisted service'.,promised robot assisted service,"[-1.90215993e-02  5.39187998e-02 -4.13560000e-02 -1.03764001e-02
  1.92640036e-03 -2.99925972e-03  1.00645995e-02 -2.52075661e-02
  1.10391998e-02 -4.63343981e-02  1.98511198e-02  1.23859197e-02
 -2.08318000e-01  1.12379206e-02  4.07630002e-02  1.88414593e-02
  1.81593993e-02  1.52040064e-03 -1.23437998e-02 -1.81740600e-02
 -1.20670009e-02  2.26879996e-02 -3.11000001e-02 -2.17093998e-02
 -8.43657933e-03  5.19522014e-02 -9.47799683e-04 -2.22431324e-02
  2.53549999e-02  1.25154801e-02 -6.10002875e-05 -2.66733998e-02
  5.05222062e-03 -4.77572235e-02  6.14298010e-02  1.13556793e-02
 -4.76812005e-03  1.23678001e-02  1.22609997e-02 -2.48644598e-02
  1.63515997e-02  1.07464007e-02 -7.10390016e-03 -2.89161808e-02
  2.81351911e-02 -2.03192008e-02 -1.12133402e-02  1.21850002e-02
 -8.09689984e-04 -1.15975196e-02]",service,people,0,0,1,0
4,181,"There are restaurateurs all over the country, right now, furiously Googling 'robot waiters' as the answer to their staffing woes.",restaurateurs country right furiously Googling robot waiters answer staffing woes,"[ 5.89407995e-02  6.14413231e-02 -5.27621613e-02  3.98180008e-03
  4.90267794e-02 -6.70000017e-03  9.48386005e-02 -1.83053465e-02
  2.61215401e-02 -1.08447220e-01  2.56171390e-02 -2.55010197e-02
 -4.32654517e-01 -4.89250804e-02  7.58077964e-02 -4.42019400e-02
  2.50487793e-02 -5.95159794e-02  5.61082796e-02 -7.76738798e-02
  2.18174882e-02 -9.09082020e-03 -2.15923376e-02  1.22341998e-02
 -3.72894998e-02  1.75826001e-01  3.91430017e-02  4.42867400e-02
 -4.65642397e-02 -5.98678669e-03  2.14205986e-02  2.13400036e-03
  1.02765794e-02 -4.86433986e-02 -1.20954081e-03 -1.02707011e-02
  2.93623998e-02  2.50544604e-02  6.22049394e-02  1.15025189e-02
  2.94397792e-02  4.49052012e-02 -1.95102018e-02 -1.74060147e-04
  1.60800188e-02  7.69220024e-03 -1.56757389e-02  6.62021989e-02
 -2.08038837e-06 -1.15785997e-02]",service,people,0,0,1,0
4,182,do you still tip robot waiters?,still tip robot waiters,"[ 2.01679197e-02  2.05598798e-02 -2.17951994e-02 -1.02706006e-02
  5.14860034e-03  1.29299998e-02  4.42513996e-02  1.47226342e-02
  1.35283802e-02 -2.17119962e-03  4.61381938e-03  5.03484195e-02
 -2.22357998e-01 -2.32888028e-03  2.12489803e-02 -6.50539994e-03
  5.49121991e-03 -3.78186002e-02  3.41718012e-02 -2.59702596e-02
 -5.16380012e-03  2.11106800e-02 -9.87863774e-03  1.47799850e-04
 -1.96513395e-02  3.85349993e-02  2.52760112e-03 -1.17626005e-02
 -1.62127998e-02 -2.77986187e-02  1.25727993e-02  6.53260022e-03
 -1.28931995e-02 -3.47139993e-02  7.42752030e-03  1.25891599e-02
  8.96399945e-03 -5.17884057e-03  2.73005995e-02  3.11537999e-02
 -2.64030004e-02  3.25844012e-03 -2.24571145e-02 -1.58999506e-04
  4.55508009e-02 -2.46517992e-02  1.17684601e-02  2.38819957e-03
 -5.91052044e-03 -8.17919999e-03]",service,people,0,0,1,0
4,183,"Those tight, unappreciative bastards on table seven who only left 7.5%.",tight unappreciative bastards table seven left 7 5,"[ 2.49862602e-02 -4.24140003e-02  2.82829478e-02  3.58760400e-02
  2.02146013e-02  5.30835979e-03  6.94851995e-02  1.22124803e-02
 -5.88331413e-02  4.25801805e-02  2.83651789e-02 -5.12525799e-03
 -3.39861197e-01 -3.14836409e-02 -5.75218040e-03 -1.99218616e-04
 -2.09364600e-02 -8.58401984e-02 -2.79238000e-02  1.88359946e-03
 -3.64263999e-02 -5.01432016e-03  7.52285987e-03 -4.36122567e-02
  2.63888553e-02  1.12990059e-01 -2.53784781e-02 -1.77304000e-02
 -3.72737997e-02 -1.98580056e-03  3.59988004e-02  2.19553999e-02
  3.63713808e-02  2.30023409e-02  7.75819927e-03  3.82267787e-02
 -4.49439928e-03 -9.16502051e-03  9.15000439e-04  2.75787079e-02
  2.48182008e-02  6.25537381e-02 -6.74219996e-03  1.17219999e-02
  5.60654014e-02 -4.30572005e-02  6.87075999e-02  2.79053998e-02
  5.52797793e-02  3.72930008e-02]",customers; negative,opinions; people,0,0,1,1
4,184,to the other side of Salford,side Salford,"[-5.76418012e-03 -1.72374001e-02  5.04822001e-03 -1.51476002e-02
 -1.00641999e-02 -4.27199990e-03  1.08947995e-02  3.25779974e-03
 -1.38204002e-02  1.06800199e-04  4.19939995e-03 -1.07577005e-02
 -1.08203998e-01 -8.19399953e-04  2.36173996e-02 -2.90703994e-02
  1.41362000e-02 -7.92561993e-03  6.64499961e-04 -1.22762004e-02
  3.09559971e-03 -2.46026003e-02  6.02340043e-03 -2.81468599e-02
 -2.75359988e-03  4.00919998e-02  7.56680012e-03 -1.34759992e-03
 -1.71208000e-02 -1.60972995e-02  1.63616005e-02 -1.29623997e-02
  2.65232009e-02 -4.34209988e-03  2.28258002e-02  9.61579978e-03
 -1.22720003e-03  2.59954000e-02  3.73820007e-03  1.71103996e-02
  4.61800098e-04  2.05417997e-02  1.67634004e-02  1.10903801e-02
  2.86242612e-03  2.00577804e-02  1.78572005e-02 -7.77280003e-03
  2.68194008e-02  1.15275602e-02]",location,place,0,1,0,0
4,185,"a broad, open housing estate just over the ring road",broad open housing estate ring road,"[-1.89653804e-02 -4.87368017e-02 -6.30959496e-04 -4.06899199e-02
  6.74878013e-02 -4.47657003e-02  4.19496009e-02 -2.20649002e-02
  4.24559211e-02 -7.00673991e-02  1.15649006e-02 -1.63200945e-04
 -3.69814000e-01 -1.73919997e-02  6.95702010e-02 -1.35515991e-02
 -1.27671608e-02  5.08250613e-02  1.83050051e-03 -2.38456202e-02
 -2.66499990e-02 -7.31991994e-02  3.52995098e-05 -1.63044798e-02
 -5.17299980e-03  5.37795383e-02 -2.46677215e-02 -1.06278201e-02
 -2.88155593e-02 -1.12994855e-02  4.22077999e-02 -2.94867995e-02
  3.36995801e-02 -2.23626007e-02  8.50492007e-02  7.75619954e-03
 -6.23959899e-04  9.17107591e-02  5.37229996e-02 -1.67035200e-02
 -8.46083198e-02  6.25323792e-02  2.99552003e-02  4.52996045e-03
  3.91794155e-02 -2.06157997e-02  2.23927405e-02  6.78499937e-03
  4.68623604e-02  7.26882011e-02]",layout; location,place,0,1,0,0
4,186,"There, beneath a block of flats, is a short shopping parade boasting a launderette, a mini-mart and, on the corner, the other Sakura",beneath block flats short shopping parade boasting launderette mini mart corner Sakura,"[-1.14227058e-01 -6.35199224e-02  7.36326040e-02 -2.92319994e-02
  3.61196991e-02  9.13371924e-03  1.27379800e-01 -6.86810637e-02
  6.94382019e-02 -4.83893599e-02 -1.42948808e-02  5.64725812e-02
 -5.05314391e-01  6.62833390e-02 -2.98533605e-02 -1.92124585e-02
  1.62531000e-02 -5.54255601e-02 -4.93078530e-04  6.92339957e-03
  2.49009006e-02 -1.27546178e-01 -5.80177985e-03 -5.27431992e-02
 -7.70115957e-03  1.10047805e-02 -4.48249996e-02  2.14946417e-02
 -8.81721388e-03 -7.84667785e-02  6.81680999e-02 -7.88457265e-03
  5.95598799e-02 -9.97464810e-02  1.96943197e-02 -2.27425198e-02
 -4.16916390e-02 -6.27980053e-03  3.87993209e-02  2.02265606e-02
 -1.05179397e-01  5.43299997e-02 -3.92886995e-02 -4.25856596e-02
  5.58506818e-02  3.50673002e-02  3.02534993e-02 -4.81059931e-03
  5.44688799e-02  5.69916793e-02]",location,place,0,1,0,0
4,187,At some point it was a fish and chip shop-cum-Chinese takeaway called Peach Garden,point fish chip shop cum Chinese takeaway called Peach Garden,"[-3.59001608e-02 -1.07054001e-02 -4.83846039e-03 -2.67505202e-02
  8.01371814e-02 -2.43359264e-02  3.99857602e-02 -4.33103789e-02
  8.89754601e-02 -2.33895819e-02 -1.03363800e-01  4.34801280e-04
 -6.34642003e-01 -1.59437979e-02  1.12847602e-02  3.45016034e-02
  8.21091991e-02 -1.09410739e-01  1.53269994e-02 -3.73943998e-02
 -7.58495982e-02 -5.55826188e-02  3.97559991e-02 -6.35975993e-02
  3.70475996e-02  8.97398382e-02 -2.52755598e-02 -1.69690400e-02
  3.24597791e-02 -1.02127856e-01  5.93987998e-02  4.57733797e-02
 -5.77990812e-02 -9.39596418e-02  3.88099879e-03  2.66027395e-02
  5.87220088e-03 -1.79083005e-02  7.11489980e-02  1.00015117e-01
 -1.34004741e-01 -2.97558393e-02 -9.67883793e-02 -1.50268553e-02
  1.15132401e-01  4.11925606e-02  8.41745804e-02 -3.17484111e-03
  2.95460243e-04  8.89357981e-02]",background,place,0,1,0,0
4,188,"A few months ago, it became this tiny café serving the growing number of the city's Chinese students and, in particular, recent arrivals from Hong Kong, with its mixture of Chinese staples and Korean and Japanese-inflected dishes.",months ago became tiny café serving growing number city Chinese students particular recent arrivals Hong Kong mixture Chinese staples Korean Japanese inflected dishes,"[ 0.05070307  0.17948756  0.1009854  -0.00909662  0.11268032 -0.0902073
  0.18529201  0.00396692  0.02067037 -0.19087456 -0.147856   -0.2029605
 -1.26578619  0.14526922  0.10489376 -0.02483206  0.05578188 -0.12527558
  0.04200551 -0.0919519  -0.05812146 -0.08674529  0.03943078 -0.1190284
 -0.08719436  0.29252982 -0.09746588 -0.15571644  0.08082466 -0.1335187
  0.0954411  -0.09162882 -0.04759958 -0.1157814   0.20845682 -0.03213688
 -0.06570244  0.12364792  0.14544368 -0.051608   -0.15609216  0.00479086
 -0.076853    0.01919773  0.07289678  0.03231466  0.0635704   0.04736468
 -0.14282636  0.17164142]",background; asian; customers,food and drinks; people; place,1,1,1,0
4,189,"There are a handful of tables beneath faux street lights jutting out from high up the walls, plus a counter in the window",handful tables beneath faux street lights jutting high walls plus counter window,"[-0.06831246 -0.0763132   0.07294026  0.0759398   0.11708627  0.04044226
  0.14897506 -0.10368688  0.0472587  -0.0558936   0.0595926   0.06428234
 -0.6317228  -0.05867032  0.01742214  0.0249988   0.0231969  -0.04102036
  0.01083192 -0.02449616 -0.04835636 -0.13603694  0.01533868 -0.10816814
 -0.0378036   0.04441802 -0.16242282  0.08835478 -0.09646882  0.00833644
  0.07344328  0.057681   -0.00400148 -0.02415462  0.0708041  -0.00177478
 -0.03230688  0.03403302  0.10158064  0.05745228  0.0030746   0.0851578
 -0.0742572   0.0128981   0.02640494 -0.00701332  0.062118    0.0609728
  0.1232104   0.08820578]",layout,place,0,1,0,0
4,190,occupied by solo diners apparently finding familiar comfort in rice bowls or steaming tureens of soup noodles.,occupied solo diners apparently finding familiar comfort rice bowls steaming tureens soup noodles,"[-0.00875936  0.02206166  0.06169766 -0.01359562  0.06144832  0.05205095
 -0.04032586 -0.0716886   0.02232866 -0.08438792 -0.0152042  -0.08769342
 -0.60959    -0.00611402  0.02952966  0.07004218  0.0921019  -0.14195928
  0.03169464 -0.0445584  -0.03970716 -0.00601146  0.03488528  0.00272878
 -0.0275172   0.12271    -0.02130898 -0.03580307  0.01272008 -0.13657268
  0.05204234  0.07553854 -0.0624395   0.0096892  -0.03801768 -0.06266096
 -0.0054275  -0.00229692  0.08696038  0.10903228 -0.01898414  0.03505255
 -0.035353   -0.085874    0.1630314   0.13232912  0.1372562   0.0699224
 -0.05766699  0.01680974]",asian; customers,food and drinks; people,1,0,1,0
4,191,"Initially, a light gloom descends on my party.",Initially light gloom descends party,"[-0.0579857   0.0055078   0.01363386  0.0418214   0.00813992  0.0453572
  0.03543566 -0.032855    0.01405142 -0.05475766  0.0006044   0.00061426
 -0.244026    0.02291046 -0.0101723   0.0169508  -0.003121    0.0470086
  0.018642   -0.0135796  -0.0204688  -0.03287072 -0.02130302 -0.0095678
  0.05588     0.025359   -0.03362638  0.0155161  -0.0319326   0.0420534
  0.05285858  0.0512052   0.04697564 -0.0170443  -0.0010638   0.00109416
 -0.0367886   0.0189439   0.03000286  0.0029986   0.0266304  -0.0010092
 -0.00610726  0.02871168 -0.01006     0.02565638 -0.0169504  -0.0060704
  0.00080026  0.0301818 ]",negative; customers,opinions; people,0,0,1,1
